waypoint1	waypoint2	distance_m	duration_s
Parc logistic metro, barcelona	tetuan metro, barcelona	10690	2437
Parc logistic metro, barcelona	torras i bages metro, barcelona	17174	3341
Parc logistic metro, barcelona	torrassa metro, barcelona	4449	955
Parc logistic metro, barcelona	torre baro metro, barcelona	19274	3139
Parc logistic metro, barcelona	trinitat nova metro, barcelona	17084	3327
Parc logistic metro, barcelona	trinitat vella metro, barcelona	17771	3335
Parc logistic metro, barcelona	universitat metro, barcelona	9149	2019
Parc logistic metro, barcelona	urgell metro, barcelona	8509	1852
Parc logistic metro, barcelona	urquinaona metro, barcelona	10102	2178
Parc logistic metro, barcelona	valldaura metro, barcelona	15546	2985
Parc logistic metro, barcelona	vall d'hebron metro, barcelona	13485	2651
Parc logistic metro, barcelona	verdaguer metro, barcelona	10474	2126
Parc logistic metro, barcelona	verneda metro, barcelona	15910	3093
Parc logistic metro, barcelona	via julia metro, barcelona	16244	3090
Parc logistic metro, barcelona	vilapicina metro, barcelona	15678	2867
Parc logistic metro, barcelona	virrei amat metro, barcelona	15111	2827
Parc logistic metro, barcelona	zona universitaria metro, barcelona	6368	1194
Parc nou metro, barcelona	passeig de gracia metro, barcelona	13172	2426
Parc nou metro, barcelona	penitents metro, barcelona	16578	3006
Parc nou metro, barcelona	pep ventura metro, barcelona	21872	3710
Parc nou metro, barcelona	placa molina metro, barcelona	18246	3140
Parc nou metro, barcelona	placa de sants metro, barcelona	13713	2072
Parc nou metro, barcelona	placa del centre metro, barcelona	16110	2401
Parc nou metro, barcelona	poblenou metro, barcelona	22111	3785
Parc nou metro, barcelona	poble sec metro, barcelona	18507	2807
Parc nou metro, barcelona	provenca metro, barcelona	16894	2742
Parc nou metro, barcelona	pubilla cases metro, barcelona	13458	2008
Parc nou metro, barcelona	rambla just oliveres metro, barcelona	13561	2154
Parc nou metro, barcelona	reina elisenda metro, barcelona	16236	2735
Parc nou metro, barcelona	rocafort metro, barcelona	15169	2436
Parc nou metro, barcelona	roquetes metro, barcelona	21451	3761
Parc nou metro, barcelona	sagrada familia metro, barcelona	18516	2881
Parc nou metro, barcelona	sant andreu metro, barcelona	22324	3616
Parc nou metro, barcelona	sant antoni metro, barcelona	16227	2941
Parc nou metro, barcelona	sant boi metro, barcelona	17411	2478
Parc nou metro, barcelona	sant gervasi metro, barcelona	18205	3101
Parc nou metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	15796	2373
Parc nou metro, barcelona	sant josep metro, barcelona	11508	1923
Parc nou metro, barcelona	sant marti metro, barcelona	17325	2994
Parc nou metro, barcelona	sant roc metro, barcelona	20811	3626
Parc nou metro, barcelona	santa coloma metro, barcelona	26215	4223
Parc nou metro, barcelona	santa eulalia metro, barcelona	12491	1963
Parc nou metro, barcelona	santa rosa metro, barcelona	25498	4122
Parc nou metro, barcelona	sants estacio metro, barcelona	10423	1915
Parc nou metro, barcelona	sarria metro, barcelona	17057	3117
Parc nou metro, barcelona	selva de mar metro, barcelona	22834	3942
Parc nou metro, barcelona	singuerlin metro, barcelona	27740	4476
Parc nou metro, barcelona	tarragona metro, barcelona	17179	2651
Parc nou metro, barcelona	tetuan metro, barcelona	17861	3113
Parc nou metro, barcelona	torras i bages metro, barcelona	24345	4017
Parc nou metro, barcelona	torrassa metro, barcelona	11620	1631
Parc nou metro, barcelona	torre baro metro, barcelona	22126	3348
Parc nou metro, barcelona	trinitat nova metro, barcelona	24255	4003
Parc nou metro, barcelona	trinitat vella metro, barcelona	24942	4011
Parc nou metro, barcelona	universitat metro, barcelona	14372	2263
Parc nou metro, barcelona	urgell metro, barcelona	15680	2528
Parc nou metro, barcelona	urquinaona metro, barcelona	17273	2854
Parc nou metro, barcelona	valldaura metro, barcelona	19351	3370
Parc nou metro, barcelona	vall d'hebron metro, barcelona	17290	3036
Parc nou metro, barcelona	verdaguer metro, barcelona	17645	2802
Parc nou metro, barcelona	verneda metro, barcelona	18842	3233
Parc nou metro, barcelona	via julia metro, barcelona	23415	3766
Parc nou metro, barcelona	vilapicina metro, barcelona	22849	3543
Parc nou metro, barcelona	virrei amat metro, barcelona	22282	3503
Parc nou metro, barcelona	zona universitaria metro, barcelona	13539	1870
passeig de gracia metro, barcelona	penitents metro, barcelona	4229	1179
passeig de gracia metro, barcelona	pep ventura metro, barcelona	10032	1829
passeig de gracia metro, barcelona	placa molina metro, barcelona	2494	1092
passeig de gracia metro, barcelona	placa de sants metro, barcelona	3709	1278
passeig de gracia metro, barcelona	placa del centre metro, barcelona	5420	1350
passeig de gracia metro, barcelona	poblenou metro, barcelona	5358	1131
passeig de gracia metro, barcelona	poble sec metro, barcelona	3023	943
passeig de gracia metro, barcelona	provenca metro, barcelona	1903	679
passeig de gracia metro, barcelona	pubilla cases metro, barcelona	7896	1689
passeig de gracia metro, barcelona	rambla just oliveres metro, barcelona	7303	1101
passeig de gracia metro, barcelona	reina elisenda metro, barcelona	5901	1579
passeig de gracia metro, barcelona	rocafort metro, barcelona	1844	739
passeig de gracia metro, barcelona	roquetes metro, barcelona	9102	1934
passeig de gracia metro, barcelona	sagrada familia metro, barcelona	2350	675
passeig de gracia metro, barcelona	sant andreu metro, barcelona	5938	1369
passeig de gracia metro, barcelona	sant antoni metro, barcelona	1265	469
passeig de gracia metro, barcelona	sant boi metro, barcelona	13086	2282
passeig de gracia metro, barcelona	sant gervasi metro, barcelona	2494	1093
passeig de gracia metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	10235	2054
passeig de gracia metro, barcelona	sant josep metro, barcelona	7183	1727
passeig de gracia metro, barcelona	sant marti metro, barcelona	5485	1113
passeig de gracia metro, barcelona	sant roc metro, barcelona	8972	1745
passeig de gracia metro, barcelona	santa coloma metro, barcelona	9829	1976
passeig de gracia metro, barcelona	santa eulalia metro, barcelona	4521	1212
passeig de gracia metro, barcelona	santa rosa metro, barcelona	10069	2205
passeig de gracia metro, barcelona	sants estacio metro, barcelona	3318	770
passeig de gracia metro, barcelona	sarria metro, barcelona	5223	1219
passeig de gracia metro, barcelona	selva de mar metro, barcelona	6081	1288
passeig de gracia metro, barcelona	singuerlin metro, barcelona	12151	2586
passeig de gracia metro, barcelona	tarragona metro, barcelona	2981	1139
passeig de gracia metro, barcelona	tetuan metro, barcelona	922	396
passeig de gracia metro, barcelona	torras i bages metro, barcelona	7959	1770
passeig de gracia metro, barcelona	torrassa metro, barcelona	5595	1405
passeig de gracia metro, barcelona	torre baro metro, barcelona	9739	1363
passeig de gracia metro, barcelona	trinitat nova metro, barcelona	8136	1618
passeig de gracia metro, barcelona	trinitat vella metro, barcelona	8556	1764
passeig de gracia metro, barcelona	universitat metro, barcelona	794	438
passeig de gracia metro, barcelona	urgell metro, barcelona	1388	481
passeig de gracia metro, barcelona	urquinaona metro, barcelona	656	297
passeig de gracia metro, barcelona	valldaura metro, barcelona	7002	1543
passeig de gracia metro, barcelona	vall d'hebron metro, barcelona	4941	1209
passeig de gracia metro, barcelona	verdaguer metro, barcelona	1637	614
passeig de gracia metro, barcelona	verneda metro, barcelona	7003	1352
passeig de gracia metro, barcelona	via julia metro, barcelona	7296	1381
passeig de gracia metro, barcelona	vilapicina metro, barcelona	6155	1420
passeig de gracia metro, barcelona	virrei amat metro, barcelona	5588	1380
passeig de gracia metro, barcelona	zona universitaria metro, barcelona	8090	1832
penitents metro, barcelona	pep ventura metro, barcelona	14107	2777
penitents metro, barcelona	placa molina metro, barcelona	2582	854
penitents metro, barcelona	placa de sants metro, barcelona	6230	1372
penitents metro, barcelona	placa del centre metro, barcelona	9524	1780
penitents metro, barcelona	poblenou metro, barcelona	9325	2043
penitents metro, barcelona	poble sec metro, barcelona	7126	1373
penitents metro, barcelona	provenca metro, barcelona	3607	1104
penitents metro, barcelona	pubilla cases metro, barcelona	8652	1746
penitents metro, barcelona	rambla just oliveres metro, barcelona	11600	2096
penitents metro, barcelona	reina elisenda metro, barcelona	3784	1562
penitents metro, barcelona	rocafort metro, barcelona	6216	1469
penitents metro, barcelona	roquetes metro, barcelona	5067	1092
penitents metro, barcelona	sagrada familia metro, barcelona	5240	1257
penitents metro, barcelona	sant andreu metro, barcelona	10310	2099
penitents metro, barcelona	sant antoni metro, barcelona	7328	1598
penitents metro, barcelona	sant boi metro, barcelona	18600	3034
penitents metro, barcelona	sant gervasi metro, barcelona	2564	848
penitents metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	10990	2111
penitents metro, barcelona	sant josep metro, barcelona	12715	2479
penitents metro, barcelona	sant marti metro, barcelona	9560	2061
penitents metro, barcelona	sant roc metro, barcelona	13047	2693
penitents metro, barcelona	santa coloma metro, barcelona	14201	2706
penitents metro, barcelona	santa eulalia metro, barcelona	8893	1942
penitents metro, barcelona	santa rosa metro, barcelona	11032	2384
penitents metro, barcelona	sants estacio metro, barcelona	9169	1792
penitents metro, barcelona	sarria metro, barcelona	4477	1446
penitents metro, barcelona	selva de mar metro, barcelona	10048	2200
penitents metro, barcelona	singuerlin metro, barcelona	13274	2738
penitents metro, barcelona	tarragona metro, barcelona	8592	1667
penitents metro, barcelona	tetuan metro, barcelona	4997	1344
penitents metro, barcelona	torras i bages metro, barcelona	6778	1729
penitents metro, barcelona	torrassa metro, barcelona	9967	2135
penitents metro, barcelona	torre baro metro, barcelona	7371	1779
penitents metro, barcelona	trinitat nova metro, barcelona	6019	1377
penitents metro, barcelona	trinitat vella metro, barcelona	7068	2071
penitents metro, barcelona	universitat metro, barcelona	5163	1442
penitents metro, barcelona	urgell metro, barcelona	5705	1377
penitents metro, barcelona	urquinaona metro, barcelona	5209	1320
penitents metro, barcelona	valldaura metro, barcelona	2966	701
penitents metro, barcelona	vall d'hebron metro, barcelona	905	367
penitents metro, barcelona	verdaguer metro, barcelona	4369	1178
penitents metro, barcelona	verneda metro, barcelona	11078	2300
penitents metro, barcelona	via julia metro, barcelona	5546	1450
penitents metro, barcelona	vilapicina metro, barcelona	3929	1029
penitents metro, barcelona	virrei amat metro, barcelona	4632	1201
penitents metro, barcelona	zona universitaria metro, barcelona	12194	2262
pep ventura metro, barcelona	placa molina metro, barcelona	11136	2464
pep ventura metro, barcelona	placa de sants metro, barcelona	12397	2320
pep ventura metro, barcelona	placa del centre metro, barcelona	15256	2780
pep ventura metro, barcelona	poblenou metro, barcelona	7250	1593
pep ventura metro, barcelona	poble sec metro, barcelona	12858	2373
pep ventura metro, barcelona	provenca metro, barcelona	9784	2066
pep ventura metro, barcelona	pubilla cases metro, barcelona	14818	2694
pep ventura metro, barcelona	rambla just oliveres metro, barcelona	16857	3203
pep ventura metro, barcelona	reina elisenda metro, barcelona	15519	3832
pep ventura metro, barcelona	rocafort metro, barcelona	11052	2241
pep ventura metro, barcelona	roquetes metro, barcelona	8416	2594
pep ventura metro, barcelona	sagrada familia metro, barcelona	7794	1472
pep ventura metro, barcelona	sant andreu metro, barcelona	8340	1765
pep ventura metro, barcelona	sant antoni metro, barcelona	11176	1973
pep ventura metro, barcelona	sant boi metro, barcelona	22293	3784
pep ventura metro, barcelona	sant gervasi metro, barcelona	11095	2425
pep ventura metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	17157	3059
pep ventura metro, barcelona	sant josep metro, barcelona	16860	3068
pep ventura metro, barcelona	sant marti metro, barcelona	4546	921
pep ventura metro, barcelona	sant roc metro, barcelona	1320	526
pep ventura metro, barcelona	santa coloma metro, barcelona	4989	1729
pep ventura metro, barcelona	santa eulalia metro, barcelona	13729	2714
pep ventura metro, barcelona	santa rosa metro, barcelona	4622	1634
pep ventura metro, barcelona	sants estacio metro, barcelona	11936	2369
pep ventura metro, barcelona	sarria metro, barcelona	13035	2785
pep ventura metro, barcelona	selva de mar metro, barcelona	6621	1529
pep ventura metro, barcelona	singuerlin metro, barcelona	7305	1866
pep ventura metro, barcelona	tarragona metro, barcelona	14324	2667
pep ventura metro, barcelona	tetuan metro, barcelona	9109	1638
pep ventura metro, barcelona	torras i bages metro, barcelona	10361	2166
pep ventura metro, barcelona	torrassa metro, barcelona	14803	2907
pep ventura metro, barcelona	torre baro metro, barcelona	11294	2352
pep ventura metro, barcelona	trinitat nova metro, barcelona	18088	3336
pep ventura metro, barcelona	trinitat vella metro, barcelona	10959	2160
pep ventura metro, barcelona	universitat metro, barcelona	10704	1942
pep ventura metro, barcelona	urgell metro, barcelona	10540	2149
pep ventura metro, barcelona	urquinaona metro, barcelona	9043	1921
pep ventura metro, barcelona	valldaura metro, barcelona	16880	3138
pep ventura metro, barcelona	vall d'hebron metro, barcelona	15501	2883
pep ventura metro, barcelona	verdaguer metro, barcelona	8465	1998
pep ventura metro, barcelona	verneda metro, barcelona	3029	682
pep ventura metro, barcelona	via julia metro, barcelona	17248	3099
pep ventura metro, barcelona	vilapicina metro, barcelona	12464	2363
pep ventura metro, barcelona	virrei amat metro, barcelona	11897	2323
pep ventura metro, barcelona	zona universitaria metro, barcelona	17926	3262
placa molina metro, barcelona	placa de sants metro, barcelona	4532	1036
placa molina metro, barcelona	placa del centre metro, barcelona	7877	1796
placa molina metro, barcelona	poblenou metro, barcelona	8471	1952
placa molina metro, barcelona	poble sec metro, barcelona	5480	1389
placa molina metro, barcelona	provenca metro, barcelona	1441	222
placa molina metro, barcelona	pubilla cases metro, barcelona	6954	1410
placa molina metro, barcelona	rambla just oliveres metro, barcelona	9597	1646
placa molina metro, barcelona	reina elisenda metro, barcelona	2677	702
placa molina metro, barcelona	rocafort metro, barcelona	4292	1120
placa molina metro, barcelona	roquetes metro, barcelona	7717	1794
placa molina metro, barcelona	sagrada familia metro, barcelona	3542	921
placa molina metro, barcelona	sant andreu metro, barcelona	8386	1750
placa molina metro, barcelona	sant antoni metro, barcelona	3689	1171
placa molina metro, barcelona	sant boi metro, barcelona	15817	2757
placa molina metro, barcelona	sant gervasi metro, barcelona	35	37
placa molina metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	9292	1775
placa molina metro, barcelona	sant josep metro, barcelona	9932	2217
placa molina metro, barcelona	sant marti metro, barcelona	6589	1570
placa molina metro, barcelona	sant roc metro, barcelona	10076	2202
placa molina metro, barcelona	santa coloma metro, barcelona	12277	2357
placa molina metro, barcelona	santa eulalia metro, barcelona	6969	1593
placa molina metro, barcelona	santa rosa metro, barcelona	10523	2162
placa molina metro, barcelona	sants estacio metro, barcelona	3198	1232
placa molina metro, barcelona	sarria metro, barcelona	1999	402
placa molina metro, barcelona	selva de mar metro, barcelona	9194	2109
placa molina metro, barcelona	singuerlin metro, barcelona	12765	2516
placa molina metro, barcelona	tarragona metro, barcelona	3707	1548
placa molina metro, barcelona	tetuan metro, barcelona	4724	1215
placa molina metro, barcelona	torras i bages metro, barcelona	10407	2151
placa molina metro, barcelona	torrassa metro, barcelona	8043	1786
placa molina metro, barcelona	torre baro metro, barcelona	12095	1978
placa molina metro, barcelona	trinitat nova metro, barcelona	8669	2079
placa molina metro, barcelona	trinitat vella metro, barcelona	11004	2145
placa molina metro, barcelona	universitat metro, barcelona	3164	750
placa molina metro, barcelona	urgell metro, barcelona	3781	1028
placa molina metro, barcelona	urquinaona metro, barcelona	3127	1281
placa molina metro, barcelona	valldaura metro, barcelona	5617	1403
placa molina metro, barcelona	vall d'hebron metro, barcelona	3556	1069
placa molina metro, barcelona	verdaguer metro, barcelona	2671	842
placa molina metro, barcelona	verneda metro, barcelona	8107	1809
placa molina metro, barcelona	via julia metro, barcelona	8196	2152
placa molina metro, barcelona	vilapicina metro, barcelona	7874	1583
placa molina metro, barcelona	virrei amat metro, barcelona	7307	1543
placa molina metro, barcelona	zona universitaria metro, barcelona	4759	1776
placa de sants metro, barcelona	placa del centre metro, barcelona	1339	533
placa de sants metro, barcelona	poblenou metro, barcelona	10640	2049
placa de sants metro, barcelona	poble sec metro, barcelona	2178	813
placa de sants metro, barcelona	provenca metro, barcelona	3180	815
placa de sants metro, barcelona	pubilla cases metro, barcelona	2421	519
placa de sants metro, barcelona	rambla just oliveres metro, barcelona	4582	1146
placa de sants metro, barcelona	reina elisenda metro, barcelona	7096	1834
placa de sants metro, barcelona	rocafort metro, barcelona	1864	738
placa de sants metro, barcelona	roquetes metro, barcelona	11103	2125
placa de sants metro, barcelona	sagrada familia metro, barcelona	4803	954
placa de sants metro, barcelona	sant andreu metro, barcelona	9019	1918
placa de sants metro, barcelona	sant antoni metro, barcelona	2923	1243
placa de sants metro, barcelona	sant boi metro, barcelona	10169	1882
placa de sants metro, barcelona	sant gervasi metro, barcelona	4501	1114
placa de sants metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	4759	884
placa de sants metro, barcelona	sant josep metro, barcelona	5933	1393
placa de sants metro, barcelona	sant marti metro, barcelona	7850	1603
placa de sants metro, barcelona	sant roc metro, barcelona	11337	2235
placa de sants metro, barcelona	santa coloma metro, barcelona	12911	2525
placa de sants metro, barcelona	santa eulalia metro, barcelona	1454	657
placa de sants metro, barcelona	santa rosa metro, barcelona	11784	2195
placa de sants metro, barcelona	sants estacio metro, barcelona	848	410
placa de sants metro, barcelona	sarria metro, barcelona	6431	1414
placa de sants metro, barcelona	selva de mar metro, barcelona	11363	2206
placa de sants metro, barcelona	singuerlin metro, barcelona	14026	2549
placa de sants metro, barcelona	tarragona metro, barcelona	1305	768
placa de sants metro, barcelona	tetuan metro, barcelona	4678	1730
placa de sants metro, barcelona	torras i bages metro, barcelona	11040	2319
placa de sants metro, barcelona	torrassa metro, barcelona	2528	850
placa de sants metro, barcelona	torre baro metro, barcelona	12564	1835
placa de sants metro, barcelona	trinitat nova metro, barcelona	10542	2076
placa de sants metro, barcelona	trinitat vella metro, barcelona	11638	2313
placa de sants metro, barcelona	universitat metro, barcelona	3016	997
placa de sants metro, barcelona	urgell metro, barcelona	2376	830
placa de sants metro, barcelona	urquinaona metro, barcelona	3969	1156
placa de sants metro, barcelona	valldaura metro, barcelona	9003	1734
placa de sants metro, barcelona	vall d'hebron metro, barcelona	6942	1400
placa de sants metro, barcelona	verdaguer metro, barcelona	3932	875
placa de sants metro, barcelona	verneda metro, barcelona	9368	1842
placa de sants metro, barcelona	via julia metro, barcelona	9702	1839
placa de sants metro, barcelona	vilapicina metro, barcelona	9135	1616
placa de sants metro, barcelona	virrei amat metro, barcelona	8568	1576
placa de sants metro, barcelona	zona universitaria metro, barcelona	2651	1001
placa del centre metro, barcelona	poblenou metro, barcelona	11260	2312
placa del centre metro, barcelona	poble sec metro, barcelona	2397	551
placa del centre metro, barcelona	provenca metro, barcelona	3083	1220
placa del centre metro, barcelona	pubilla cases metro, barcelona	3761	906
placa del centre metro, barcelona	rambla just oliveres metro, barcelona	4949	946
placa del centre metro, barcelona	reina elisenda metro, barcelona	5305	1631
placa del centre metro, barcelona	rocafort metro, barcelona	2449	831
placa del centre metro, barcelona	roquetes metro, barcelona	14397	2532
placa del centre metro, barcelona	sagrada familia metro, barcelona	4833	1125
placa del centre metro, barcelona	sant andreu metro, barcelona	8934	1484
placa del centre metro, barcelona	sant antoni metro, barcelona	4080	1012
placa del centre metro, barcelona	sant boi metro, barcelona	12421	1980
placa del centre metro, barcelona	sant gervasi metro, barcelona	7911	1855
placa del centre metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	6099	1271
placa del centre metro, barcelona	sant josep metro, barcelona	6536	1425
placa del centre metro, barcelona	sant marti metro, barcelona	10710	2063
placa del centre metro, barcelona	sant roc metro, barcelona	14196	2695
placa del centre metro, barcelona	santa coloma metro, barcelona	13496	2618
placa del centre metro, barcelona	santa eulalia metro, barcelona	3941	1102
placa del centre metro, barcelona	santa rosa metro, barcelona	11814	2366
placa del centre metro, barcelona	sants estacio metro, barcelona	659	178
placa del centre metro, barcelona	sarria metro, barcelona	3078	1406
placa del centre metro, barcelona	selva de mar metro, barcelona	11983	2469
placa del centre metro, barcelona	singuerlin metro, barcelona	14056	2720
placa del centre metro, barcelona	tarragona metro, barcelona	1069	395
placa del centre metro, barcelona	tetuan metro, barcelona	6147	1346
placa del centre metro, barcelona	torras i bages metro, barcelona	10065	2040
placa del centre metro, barcelona	torrassa metro, barcelona	4948	1288
placa del centre metro, barcelona	torre baro metro, barcelona	12547	1808
placa del centre metro, barcelona	trinitat nova metro, barcelona	15349	2817
placa del centre metro, barcelona	trinitat vella metro, barcelona	12223	2406
placa del centre metro, barcelona	universitat metro, barcelona	4712	1174
placa del centre metro, barcelona	urgell metro, barcelona	2961	923
placa del centre metro, barcelona	urquinaona metro, barcelona	5678	1356
placa del centre metro, barcelona	valldaura metro, barcelona	12297	2141
placa del centre metro, barcelona	vall d'hebron metro, barcelona	10235	1807
placa del centre metro, barcelona	verdaguer metro, barcelona	3962	1046
placa del centre metro, barcelona	verneda metro, barcelona	12227	2302
placa del centre metro, barcelona	via julia metro, barcelona	13198	2562
placa del centre metro, barcelona	vilapicina metro, barcelona	9165	1787
placa del centre metro, barcelona	virrei amat metro, barcelona	8598	1747
placa del centre metro, barcelona	zona universitaria metro, barcelona	2670	627
poblenou metro, barcelona	poble sec metro, barcelona	8863	1904
poblenou metro, barcelona	provenca metro, barcelona	8027	1794
poblenou metro, barcelona	pubilla cases metro, barcelona	13061	2422
poblenou metro, barcelona	rambla just oliveres metro, barcelona	12747	2515
poblenou metro, barcelona	reina elisenda metro, barcelona	10490	2739
poblenou metro, barcelona	rocafort metro, barcelona	6942	1553
poblenou metro, barcelona	roquetes metro, barcelona	13743	2756
poblenou metro, barcelona	sagrada familia metro, barcelona	7275	1661
poblenou metro, barcelona	sant andreu metro, barcelona	4902	1476
poblenou metro, barcelona	sant antoni metro, barcelona	6543	1488
poblenou metro, barcelona	sant boi metro, barcelona	18183	3096
poblenou metro, barcelona	sant gervasi metro, barcelona	7668	2286
poblenou metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	15400	2787
poblenou metro, barcelona	sant josep metro, barcelona	12298	2541
poblenou metro, barcelona	sant marti metro, barcelona	4027	1110
poblenou metro, barcelona	sant roc metro, barcelona	6048	1508
poblenou metro, barcelona	santa coloma metro, barcelona	8794	2083
poblenou metro, barcelona	santa eulalia metro, barcelona	9620	2026
poblenou metro, barcelona	santa rosa metro, barcelona	7566	2176
poblenou metro, barcelona	sants estacio metro, barcelona	10179	2097
poblenou metro, barcelona	sarria metro, barcelona	9812	2379
poblenou metro, barcelona	selva de mar metro, barcelona	723	362
poblenou metro, barcelona	singuerlin metro, barcelona	9967	2614
poblenou metro, barcelona	tarragona metro, barcelona	7964	1980
poblenou metro, barcelona	tetuan metro, barcelona	6200	1415
poblenou metro, barcelona	torras i bages metro, barcelona	6022	2100
poblenou metro, barcelona	torrassa metro, barcelona	10693	2219
poblenou metro, barcelona	torre baro metro, barcelona	14649	2891
poblenou metro, barcelona	trinitat nova metro, barcelona	13300	2351
poblenou metro, barcelona	trinitat vella metro, barcelona	7521	1871
poblenou metro, barcelona	universitat metro, barcelona	6072	1457
poblenou metro, barcelona	urgell metro, barcelona	6431	1461
poblenou metro, barcelona	urquinaona metro, barcelona	5084	1015
poblenou metro, barcelona	valldaura metro, barcelona	12098	2403
poblenou metro, barcelona	vall d'hebron metro, barcelona	10037	2069
poblenou metro, barcelona	verdaguer metro, barcelona	6802	1347
poblenou metro, barcelona	verneda metro, barcelona	4079	1115
poblenou metro, barcelona	via julia metro, barcelona	12461	2114
poblenou metro, barcelona	vilapicina metro, barcelona	4929	1910
poblenou metro, barcelona	virrei amat metro, barcelona	4375	1809
poblenou metro, barcelona	zona universitaria metro, barcelona	13930	2793
poble sec metro, barcelona	provenca metro, barcelona	4445	1182
poble sec metro, barcelona	pubilla cases metro, barcelona	5171	1134
poble sec metro, barcelona	rambla just oliveres metro, barcelona	6121	1417
poble sec metro, barcelona	reina elisenda metro, barcelona	7702	2038
poble sec metro, barcelona	rocafort metro, barcelona	777	591
poble sec metro, barcelona	roquetes metro, barcelona	11999	2126
poble sec metro, barcelona	sagrada familia metro, barcelona	5176	1219
poble sec metro, barcelona	sant andreu metro, barcelona	8382	1729
poble sec metro, barcelona	sant antoni metro, barcelona	1682	606
poble sec metro, barcelona	sant boi metro, barcelona	11474	1806
poble sec metro, barcelona	sant gervasi metro, barcelona	5296	1215
poble sec metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	7509	1499
poble sec metro, barcelona	sant josep metro, barcelona	5589	1251
poble sec metro, barcelona	sant marti metro, barcelona	8312	1657
poble sec metro, barcelona	sant roc metro, barcelona	11798	2289
poble sec metro, barcelona	santa coloma metro, barcelona	12273	2336
poble sec metro, barcelona	santa eulalia metro, barcelona	2994	928
poble sec metro, barcelona	santa rosa metro, barcelona	13059	2576
poble sec metro, barcelona	sants estacio metro, barcelona	2042	564
poble sec metro, barcelona	sarria metro, barcelona	7277	1455
poble sec metro, barcelona	selva de mar metro, barcelona	9586	2063
poble sec metro, barcelona	singuerlin metro, barcelona	14595	2946
poble sec metro, barcelona	tarragona metro, barcelona	1465	439
poble sec metro, barcelona	tetuan metro, barcelona	3749	940
poble sec metro, barcelona	torras i bages metro, barcelona	10403	2130
poble sec metro, barcelona	torrassa metro, barcelona	4068	1121
poble sec metro, barcelona	torre baro metro, barcelona	12108	1988
poble sec metro, barcelona	trinitat nova metro, barcelona	12951	2411
poble sec metro, barcelona	trinitat vella metro, barcelona	11000	2124
poble sec metro, barcelona	universitat metro, barcelona	2314	768
poble sec metro, barcelona	urgell metro, barcelona	1344	533
poble sec metro, barcelona	urquinaona metro, barcelona	3281	950
poble sec metro, barcelona	valldaura metro, barcelona	9899	1735
poble sec metro, barcelona	vall d'hebron metro, barcelona	7838	1401
poble sec metro, barcelona	verdaguer metro, barcelona	5207	1256
poble sec metro, barcelona	verneda metro, barcelona	9829	1896
poble sec metro, barcelona	via julia metro, barcelona	10801	2156
poble sec metro, barcelona	vilapicina metro, barcelona	10862	2063
poble sec metro, barcelona	virrei amat metro, barcelona	9843	1957
poble sec metro, barcelona	zona universitaria metro, barcelona	5067	1034
provenca metro, barcelona	pubilla cases metro, barcelona	5602	1199
provenca metro, barcelona	rambla just oliveres metro, barcelona	8153	1484
provenca metro, barcelona	reina elisenda metro, barcelona	4018	900
provenca metro, barcelona	rocafort metro, barcelona	2807	898
provenca metro, barcelona	roquetes metro, barcelona	8480	1867
provenca metro, barcelona	sagrada familia metro, barcelona	2190	710
provenca metro, barcelona	sant andreu metro, barcelona	5282	1365
provenca metro, barcelona	sant antoni metro, barcelona	2183	879
provenca metro, barcelona	sant boi metro, barcelona	14049	2475
provenca metro, barcelona	sant gervasi metro, barcelona	1400	240
provenca metro, barcelona	sant ildefons metro, 08940 Cornellà de Llobregat, barcelona	7940	1564
provenca metro, barcelona	sant josep metro, barcelona	8146	1920
provenca metro, barcelona	sant marti metro, barcelona	5237	1359
provenca metro, barcelona	sant roc metro, barcelona	8724	1991
provenca metro, barcelona	santa coloma metro, barcelona	9174	1972
provenca metro, barcelona	santa eulalia metro, barcelona	5484	1371
provenca metro, barcelona	santa rosa metro, barcelona	9171	1951
provenca metro, barcelona	sants estacio metro, barcelona	2719	874
provenca metro, barcelona	sarria metro, barcelona	3340	600
provenca metro, barcelona	selva de mar metro, barcelona	5854	2104
provenca metro, barcelona	singuerlin metro, barcelona	11413	2305
provenca metro, barcelona	tarragona metro, barcelona	5910	1486
provenca metro, barcelona	tetuan metro, barcelona	2355	1042
provenca metro, barcelona	torras i bages metro, barcelona	7303	1766
provenca metro, barcelona	torrassa metro, barcelona	6558	1564
provenca metro, barcelona	torre baro metro, barcelona	10589	1686
provenca metro, barcelona	trinitat nova metro, barcelona	9432	2152
provenca metro, barcelona	trinitat vella metro, barcelona	7901	1760
provenca metro, barcelona	universitat metro, barcelona	1679	528
